CustomerId,Yearly Call Duration (in Mins),Call Count,Data Usage,Complaints,Subscription  Length,International Plan,Age Group,Tariff Plan,Net Customer Spend,Churn
1034,710,44,14,1,33,No,21-30,4,1650,No
1035,10190,90,0,0,36,Yes,41-50,4,1800,No
1036,5573,95,24,1,36,No,21-30,2,1080,No
1037,2595,19,0,0,34,No,31-40,1,680,No
1038,2745,38,7,0,35,No,31-40,2,1050,No
1039,2023,41,32,1,36,Yes,31-40,2,1080,No
1040,6123,110,41,0,43,Yes,31-40,1,860,Yes
1041,6540,94,12,0,33,No,41-50,2,990,No
1042,15830,235,0,0,41,No,21-30,2,1230,No
1043,6720,113,269,1,34,No,21-30,2,1020,Yes
1044,3473,79,0,0,36,No,21-30,1,720,No
1045,1420,41,36,0,35,No,31-40,1,700,No
1046,2535,50,173,0,36,No,21-30,2,1080,No
1047,1070,33,191,1,27,No,21-30,1,540,No
1048,1323,36,28,0,41,Yes,41-50,2,1230,No
1049,455,22,8,0,27,No,21-30,1,540,No
1050,8933,171,73,0,15,Yes,21-30,2,450,Yes
1051,8932,171,73,1,15,No,21-30,1,300,Yes
1052,6183,107,38,1,40,Yes,31-40,2,1200,Yes
1053,6063,101,28,1,36,Yes,21-30,1,720,Yes
1054,6148,138,83,1,17,No,16-20,1,340,Yes
1055,8688,168,71,0,45,No,41-50,2,1350,No
1056,2608,42,29,0,46,Yes,31-40,1,920,No
1057,4145,37,213,0,39,No,31-40,3,1560,No
1058,1243,16,0,1,39,No,31-40,1,780,No
1059,4005,62,0,0,34,No,21-30,2,1020,No
1060,2088,51,347,0,33,Yes,21-30,4,1650,No
1061,3833,57,0,0,34,No,21-30,4,1700,No
1062,8873,168,68,1,13,Yes,21-30,1,260,Yes
1063,3410,73,20,0,34,Yes,21-30,2,1020,No
1064,5693,100,30,1,37,No,21-30,2,1110,Yes
1065,13408,160,0,0,34,No,31-40,2,1020,No
1066,5703,93,28,1,34,No,21-30,2,1020,Yes
1067,5553,86,0,0,34,No,21-30,1,680,No
1068,8628,165,66,1,13,No,41-50,1,260,Yes
1069,14775,216,42,0,34,Yes,21-30,2,1020,No
1070,8627,165,66,1,13,No,41-50,1,260,Yes
1071,4270,89,48,0,40,Yes,31-40,4,2000,Yes
1072,6135,77,174,0,33,Yes,31-40,1,660,No
1073,510,5,0,0,33,Yes,21-30,3,1320,No
1074,6518,105,28,1,38,Yes,31-40,2,1140,Yes
1075,4260,96,50,0,43,Yes,31-40,2,1290,Yes
1076,4790,83,44,0,41,Yes,31-40,1,820,Yes
1077,10070,84,0,0,42,No,41-50,2,1260,No
1078,5453,89,14,1,42,Yes,21-30,1,840,No
1079,2475,13,0,0,30,No,31-40,4,1500,No
1080,2625,32,0,1,41,No,21-30,2,1230,No
1081,5385,88,37,0,41,Yes,31-40,2,1230,Yes
1082,6420,88,2,0,29,No,41-50,2,870,No
1083,15710,229,0,0,27,No,21-30,3,1080,No
1084,6600,107,259,1,30,No,21-30,2,900,Yes
1085,3353,73,0,0,42,Yes,21-30,4,2100,No
1086,1300,35,26,0,41,No,31-40,4,2050,No
1087,2415,44,163,0,42,No,21-30,2,1260,No
1088,950,27,181,0,41,No,21-30,3,1640,No
1089,1203,30,18,0,42,Yes,41-50,2,1260,No
1090,860,23,7,0,41,No,21-30,2,1230,No
1091,2860,52,0,0,41,No,31-40,3,1640,No
1092,1330,17,16,0,44,No,21-30,3,1760,No
1093,6028,132,73,0,43,No,16-20,3,1720,No
1094,8818,165,41,0,14,Yes,41-50,4,700,Yes
1095,4145,67,8,0,40,No,21-30,4,2000,No
1096,3973,62,4,0,40,No,21-30,2,1200,No
1097,8437,164,57,0,13,No,41-50,1,260,Yes
1098,2135,35,288,0,40,Yes,31-40,2,1200,No
1099,13548,165,3,0,40,No,31-40,2,1200,No
1100,4290,79,5,0,40,No,31-40,2,1200,No
1101,6413,102,23,1,40,No,31-40,2,1200,Yes
1102,14915,221,57,0,40,Yes,31-40,2,1200,No
1103,2870,23,486,0,40,No,31-40,1,800,No
1104,15260,178,153,0,39,Yes,21-30,1,780,No
1105,6303,103,24,1,44,No,31-40,2,1320,Yes
1106,650,10,3,0,39,No,21-30,2,1170,No
1107,485,10,16,0,40,No,21-30,2,1200,No
1108,7283,123,387,0,39,No,21-30,1,780,No
1109,11240,150,14,0,39,No,31-40,3,1560,No
1110,11545,156,21,1,41,No,41-50,1,820,Yes
1111,730,43,19,0,35,Yes,21-30,1,700,No
1112,10210,89,4,0,38,No,41-50,1,760,No
1113,5593,94,29,0,38,No,21-30,1,760,No
1114,2615,18,3,0,36,Yes,31-40,2,1080,No
1115,2765,37,12,1,37,No,21-30,1,740,No
1116,4485,93,40,1,39,Yes,31-40,1,780,Yes
1117,6560,93,17,0,35,No,41-50,1,700,No
1118,403,3,12,1,38,No,41-50,1,760,Yes
1119,6740,112,274,0,36,No,21-30,2,1080,No
1120,3493,78,5,0,38,Yes,21-30,2,1140,No
1121,2555,49,178,0,38,No,21-30,2,1140,No
1122,1090,32,196,0,29,No,21-30,1,580,No
1123,1343,35,33,0,28,Yes,41-50,1,560,No
1124,475,21,13,0,29,No,21-30,1,580,No
1125,600,6,24,0,28,No,41-50,1,560,No
1126,1000,28,22,0,27,No,21-30,1,540,No
1127,3000,57,11,0,27,No,31-40,1,540,No
1128,6178,105,22,1,44,Yes,31-40,1,880,Yes
1129,11465,160,19,1,42,Yes,41-50,2,1260,Yes
1130,8708,167,76,0,47,Yes,41-50,2,1410,No
1131,2628,41,34,0,48,No,31-40,4,2400,No
1132,5513,92,19,0,34,Yes,21-30,2,1020,Yes
1133,3985,63,0,0,42,Yes,21-30,2,1260,No
1134,2068,52,342,0,41,Yes,21-30,1,820,No
1135,4493,70,15,0,36,Yes,16-20,2,1080,Yes
1136,3410,53,48,0,38,Yes,31-40,1,760,Yes
1137,4485,77,37,0,39,Yes,31-40,2,1170,Yes
1138,1975,31,268,0,42,No,31-40,1,840,No
1139,2600,42,56,0,20,Yes,31-40,3,800,Yes
1140,13388,161,0,0,42,No,31-40,1,840,No
1141,4130,75,0,0,42,No,31-40,1,840,No
1142,5533,87,0,0,42,No,21-30,4,2100,No
1143,11710,157,13,0,37,Yes,41-50,2,1110,Yes
1144,14755,217,37,0,42,No,31-40,2,1260,No
1145,11160,154,12,1,40,Yes,41-50,4,2000,Yes
1146,15100,174,133,0,41,No,21-30,2,1230,No
1147,6115,78,169,0,41,No,31-40,1,820,No
1148,490,6,0,0,41,Yes,21-30,1,820,No
1149,6323,100,8,0,37,Yes,21-30,2,1110,Yes
1150,4908,77,9,0,39,Yes,16-20,1,780,Yes
1151,6333,67,91,0,41,Yes,21-30,2,1230,No
1152,570,39,0,0,27,No,21-30,2,810,No
1153,10050,85,0,0,30,No,41-50,4,1500,No
1154,5433,90,9,0,30,No,21-30,2,900,No
1155,2455,14,0,0,28,Yes,31-40,2,840,No
1156,2605,33,0,1,29,No,21-30,2,870,No
1157,1883,36,17,0,30,No,31-40,2,900,No
1158,1283,17,0,0,30,Yes,31-40,1,600,No
1159,4080,88,39,1,40,No,31-40,3,1600,Yes
1160,2078,44,59,1,35,No,31-40,1,700,Yes
1161,6580,108,254,0,28,No,21-30,4,1400,No
1162,11465,154,11,1,37,No,41-50,1,740,Yes
1163,1280,36,21,0,29,No,31-40,1,580,No
1164,2395,45,158,0,30,No,21-30,3,1200,No
1165,11580,159,9,1,39,No,21-30,3,1560,Yes
1166,1183,31,13,0,20,No,41-50,1,400,No
1167,2813,70,41,1,41,No,21-30,2,1230,Yes
1168,840,24,2,0,39,No,21-30,3,1560,No
1169,2840,53,0,0,39,No,31-40,3,1560,No
1170,5693,91,10,0,40,Yes,21-30,4,2000,Yes
1171,1475,44,63,1,34,No,31-40,1,680,Yes
1172,4130,77,36,1,27,No,31-40,1,540,Yes
1173,11590,152,7,1,36,No,21-30,3,1440,Yes
1174,9353,183,112,0,18,Yes,21-30,1,360,Yes
1175,3730,86,40,0,42,No,31-40,1,840,No
1176,2315,43,293,0,42,No,31-40,2,1260,No
1177,9070,125,152,0,41,No,31-40,2,1230,No
1178,13728,173,8,0,42,No,31-40,1,840,No
1179,4470,87,10,0,42,No,31-40,1,840,No
1180,5873,99,15,0,42,No,31-40,4,2100,No
1181,2193,58,16,1,42,No,31-40,2,1260,No
1182,15095,229,62,0,42,Yes,31-40,1,840,No
1183,3050,31,491,1,42,No,31-40,1,840,Yes
1184,15440,186,158,0,41,No,21-30,2,1230,No
1185,10730,97,15,0,34,Yes,21-30,3,1360,Yes
1186,5523,94,12,0,38,Yes,21-30,1,760,Yes
1187,665,18,21,0,42,Yes,31-40,1,840,No
1188,3340,67,40,1,26,Yes,31-40,4,1300,Yes
1189,7463,131,392,0,41,No,21-30,2,1230,No
1190,11420,158,19,0,41,No,41-50,2,1230,No
1191,5513,86,11,0,29,Yes,21-30,3,1160,Yes
1192,910,51,24,1,37,No,21-30,2,1110,No
1193,10390,97,9,1,40,No,51-60,1,800,No
1194,3562,56,39,1,17,Yes,31-40,3,680,Yes
1195,11170,150,7,1,39,Yes,21-30,3,1560,Yes
1196,2945,45,17,1,39,No,31-40,2,1170,No
1197,2223,48,42,0,40,Yes,31-40,1,800,No
1198,4865,78,21,0,40,Yes,31-40,4,2000,Yes
1199,6740,101,22,0,37,No,51-60,1,740,No
1200,583,11,17,1,40,No,41-50,2,1200,No
1201,4503,72,8,1,40,Yes,16-20,2,1200,Yes
1202,16030,242,8,0,35,Yes,21-30,1,700,No
1203,6920,120,279,0,38,No,21-30,2,1140,No
1204,3033,53,42,1,19,Yes,31-40,3,760,Yes
1205,1620,48,46,0,39,No,31-40,2,1170,No
1206,2735,57,183,0,40,No,21-30,3,1600,No
1207,1270,40,201,0,41,No,21-30,3,1640,No
1208,1523,43,38,0,30,No,41-50,2,900,No
1209,655,29,18,0,41,No,21-30,1,820,No
1210,780,14,29,0,30,Yes,41-50,2,900,No
1211,4855,85,23,1,43,Yes,31-40,3,1720,Yes
1212,3180,65,16,0,29,No,31-40,2,870,No
1213,5323,91,10,1,34,Yes,21-30,2,1020,Yes
1214,6348,145,93,0,41,No,21-30,1,820,No
1215,4443,69,7,1,38,Yes,16-20,2,1140,Yes
1216,2808,49,39,0,20,Yes,31-40,3,800,No
1217,3550,78,35,1,40,Yes,31-40,2,1200,Yes
1218,1443,23,8,0,43,No,31-40,2,1290,No
1219,3805,55,0,0,30,No,21-30,2,900,No
1220,9947,188,88,1,18,No,21-30,3,720,Yes
1221,1888,44,337,0,29,No,21-30,2,870,No
1222,3633,50,0,0,30,No,16-20,1,600,No
1223,1828,42,0,0,30,No,16-20,1,600,No
1224,3210,66,10,0,30,Yes,21-30,2,900,No
1225,1795,23,263,0,30,No,31-40,1,600,No
1226,8550,105,122,0,29,Yes,31-40,2,870,No
1227,13208,153,0,0,30,Yes,31-40,3,1200,No
1228,2933,47,41,1,20,Yes,31-40,2,600,Yes
1229,5353,79,0,0,30,No,21-30,3,1200,No
1230,1673,38,0,0,30,No,31-40,2,900,No
1231,14575,209,32,0,30,Yes,21-30,2,900,No
1232,2530,11,461,1,30,Yes,31-40,1,600,Yes
1233,14920,166,128,0,29,No,21-30,3,1160,No
1234,3775,82,32,0,38,Yes,31-40,2,1140,Yes
1235,4153,70,9,0,42,No,16-20,1,840,Yes
1236,5333,84,8,1,31,Yes,21-30,4,1550,Yes
1237,6943,111,362,0,29,No,21-30,3,1160,No
1238,3775,76,24,0,33,Yes,21-30,1,660,Yes
1239,6153,59,86,0,29,No,21-30,3,1160,No
1240,3157,51,38,0,18,No,31-40,1,360,Yes
1241,5253,82,4,0,28,No,21-30,2,840,No
1242,2275,6,0,0,46,No,31-40,2,1380,No
1243,2425,25,0,1,27,No,21-30,2,810,Yes
1244,1703,28,12,1,28,No,31-40,1,560,No
1245,6220,81,0,0,45,No,41-50,3,1800,No
1246,10840,98,2,0,35,No,21-30,2,1050,Yes
1247,6400,100,249,0,46,No,21-30,2,1380,No
1248,6143,99,7,0,36,No,31-40,3,1440,Yes
1249,9318,179,90,0,21,No,21-30,1,420,Yes
1250,2215,37,153,0,28,No,21-30,1,560,No
1251,750,20,171,0,39,No,21-30,1,780,No
1252,1003,23,8,0,48,No,41-50,1,960,No
1253,5858,92,2,0,36,No,21-30,1,720,Yes
1254,2660,45,0,0,47,No,31-40,2,1410,No
1255,3470,82,33,1,41,No,31-40,1,820,Yes
1256,2180,40,46,1,23,Yes,31-40,2,690,Yes
1257,3143,70,36,1,40,No,31-40,1,800,Yes
1258,4245,73,9,0,39,No,21-30,2,1170,No
1259,2405,37,36,1,19,No,21-30,3,760,Yes
1260,2328,62,363,1,38,Yes,21-30,1,760,Yes
1261,3900,80,28,1,37,No,31-40,2,1110,Yes
1262,2268,60,6,0,39,No,16-20,2,1170,No
1263,3650,84,36,0,39,No,21-30,2,1170,No
1264,8990,123,148,0,38,No,31-40,2,1140,No
1265,13648,171,4,0,39,No,31-40,4,1950,No
1266,4390,85,6,0,39,No,31-40,3,1560,No
1267,5793,97,11,0,39,No,21-30,4,1950,No
1268,2508,64,34,1,39,Yes,21-30,1,780,Yes
1269,5918,95,7,1,38,Yes,31-40,2,1140,Yes
1270,4603,71,2,1,37,No,16-20,4,1850,Yes
1271,15360,184,154,1,38,No,21-30,2,1140,Yes
1272,6375,88,190,0,38,Yes,31-40,4,1900,No
1273,750,16,4,0,38,Yes,21-30,1,760,No
1274,585,16,17,0,39,No,21-30,2,1170,No
1275,1790,48,41,1,33,Yes,21-30,2,990,Yes
1276,7383,129,388,0,38,No,21-30,2,1140,No
1277,11340,156,15,0,38,No,31-40,2,1140,No
1278,5838,93,0,1,34,Yes,21-30,1,680,Yes
1279,830,49,20,1,34,Yes,21-30,3,1360,No
1280,10310,95,5,0,37,No,41-50,2,1110,No
1281,6033,100,5,1,40,Yes,31-40,3,1600,Yes
1282,1855,45,47,1,35,Yes,31-40,2,1050,Yes
1283,2865,43,13,1,36,Yes,21-30,3,1440,No
1284,2143,46,38,1,37,No,31-40,1,740,No
1285,2913,48,36,0,18,Yes,31-40,2,540,Yes
1286,1543,27,4,0,37,Yes,31-40,2,1110,No
1287,6660,99,18,0,34,No,41-50,1,680,No
1288,503,9,13,1,37,No,41-50,3,1480,No
1289,15950,240,4,0,42,No,21-30,2,1260,No
1290,6840,118,275,0,35,No,21-30,2,1050,No
1291,3593,84,6,0,37,No,21-30,2,1110,No
1292,1540,46,42,0,36,Yes,31-40,3,1440,No
1293,2655,55,179,0,37,No,21-30,1,740,No
1294,1190,38,197,0,28,No,21-30,1,560,No
1295,9013,173,83,0,19,Yes,21-30,1,380,Yes
1296,10375,90,0,0,34,Yes,21-30,2,1020,Yes
1297,700,12,25,0,27,No,41-50,1,540,No
1298,1100,34,23,0,46,Yes,21-30,1,920,No
1299,3100,63,12,0,26,Yes,31-40,4,1300,No
1300,1875,34,39,0,21,Yes,21-30,2,630,Yes
1301,6268,143,89,0,48,Yes,16-20,1,960,No
1302,8808,173,77,0,46,No,41-50,3,1840,No
1303,2728,47,35,0,47,Yes,31-40,4,2350,No
1304,3885,57,0,0,33,No,21-30,3,1320,No
1305,4733,99,17,0,39,Yes,31-40,1,780,Yes
1306,1968,46,341,0,42,No,21-30,2,1260,No
1307,3257,50,32,0,15,Yes,31-40,1,300,Yes
1308,1908,44,0,0,33,No,16-20,4,1650,No
1309,3290,68,14,0,33,Yes,21-30,2,990,No
1310,1875,25,267,0,33,No,31-40,2,990,No
1311,8630,107,126,0,42,No,31-40,2,1260,No
1312,13288,155,0,0,33,No,31-40,2,990,No
1313,4030,69,0,0,33,Yes,31-40,3,1320,No
1314,5433,81,0,0,33,No,21-30,2,990,No
1315,3715,79,27,0,36,Yes,31-40,2,1080,Yes
1316,14655,211,36,0,33,No,31-40,2,990,No
1317,2610,13,465,0,33,No,31-40,3,1320,No
1318,15000,168,132,0,42,No,21-30,2,1260,No
1319,6015,72,168,0,42,No,31-40,1,840,No
1320,5658,85,0,1,32,Yes,21-30,2,960,Yes
1321,10980,140,0,0,42,No,31-40,4,2100,No
1322,6233,61,90,0,42,Yes,21-30,2,1260,No
1323,470,33,0,0,28,Yes,21-30,1,560,No
1324,9950,79,0,0,41,Yes,41-50,2,1230,No
1325,4073,68,5,1,39,No,16-20,4,1950,Yes
1326,2355,8,0,0,29,No,31-40,2,870,No
1327,2505,27,0,1,30,No,21-30,1,600,No
1328,5623,91,7,1,40,No,31-40,2,1200,Yes
1329,10130,87,0,1,34,No,21-30,3,1360,Yes
1330,6300,83,0,0,28,Yes,41-50,2,840,No
1331,3820,78,24,1,34,No,31-40,4,1700,Yes
1332,8993,174,78,1,17,No,21-30,2,510,Yes
1333,6480,102,253,0,29,No,21-30,1,580,No
1334,3233,68,0,0,41,No,21-30,2,1230,No
1335,1180,30,20,0,30,No,31-40,2,900,No
1336,9178,174,75,1,15,No,21-30,1,300,Yes
1337,830,22,175,0,22,No,21-30,1,440,No
1338,1083,25,12,0,41,No,41-50,2,1230,No
1339,1650,30,36,0,22,No,21-30,4,1100,Yes
1340,4503,66,0,1,35,No,16-20,3,1400,Yes
1341,2740,47,0,0,20,No,31-40,4,1000,No
1342,1210,12,10,0,43,Yes,21-30,2,1290,No
1343,9870,77,0,1,28,Yes,21-30,1,560,Yes
1344,9047,176,71,1,17,No,21-30,2,510,Yes
1345,4665,75,19,0,36,No,21-30,1,720,No
1346,613,9,21,0,37,No,21-30,3,1480,No
1347,4083,61,3,1,36,No,16-20,2,1080,Yes
1348,2060,35,40,1,22,Yes,31-40,2,660,Yes
1349,4103,90,19,1,42,No,31-40,2,1260,Yes
1350,4070,86,46,0,36,No,31-40,2,1080,No
1351,8627,171,74,1,18,No,21-30,2,540,Yes
1352,9410,125,158,0,35,Yes,31-40,2,1050,No
1353,14068,173,14,0,36,No,31-40,1,720,No
1354,4810,87,16,0,36,Yes,31-40,1,720,No
1355,4198,66,1,1,38,No,16-20,2,1140,Yes
1356,2533,58,22,0,36,No,31-40,2,1080,No
1357,15435,229,68,0,36,Yes,31-40,4,1800,No
1358,3390,31,497,1,36,No,31-40,2,1080,Yes
1359,15780,186,164,1,35,No,21-30,1,700,Yes
1360,6795,90,200,0,35,Yes,31-40,2,1050,No
1361,1170,18,14,0,35,Yes,21-30,2,1050,No
1362,1005,18,27,0,36,No,21-30,4,1800,No
1363,7803,131,398,1,35,No,21-30,2,1050,Yes
1364,11760,158,25,0,35,No,31-40,2,1050,No
1365,7013,79,122,0,35,Yes,21-30,3,1400,No
1366,4198,66,1,0,38,No,16-20,1,760,Yes
1367,2852,45,31,0,16,Yes,31-40,1,320,Yes
1368,2688,62,16,0,36,No,16-20,1,720,Yes
1369,4675,77,12,0,40,No,31-40,1,800,Yes
1370,3285,45,23,0,33,No,21-30,2,990,No
1371,2563,48,48,1,34,No,31-40,3,1360,No
1372,428,6,14,0,34,No,31-40,1,680,No
1373,3173,60,62,1,38,No,21-30,4,1900,Yes
1374,7080,101,28,0,41,Yes,41-50,4,2050,No
1375,923,11,23,0,34,No,41-50,3,1360,No
1376,633,8,18,0,34,No,51-60,1,680,No
1377,9420,76,0,0,33,No,21-30,2,990,Yes
1378,7260,120,285,0,42,Yes,21-30,3,1680,No
1379,4013,86,16,0,34,No,21-30,2,1020,No
1380,1960,48,52,1,33,No,31-40,1,660,No
1381,3075,57,189,0,34,No,21-30,2,1020,No
1382,1610,40,207,0,25,No,21-30,2,750,No
1383,3078,49,28,0,14,No,31-40,2,420,Yes
1384,995,29,24,0,25,No,21-30,3,1000,No
1385,1120,14,35,0,24,No,41-50,2,720,No
1386,1520,36,33,0,23,No,21-30,2,690,No
1387,3520,65,22,0,23,No,31-40,2,690,No
1388,1990,30,42,0,46,No,21-30,2,1380,No
1389,6688,145,99,0,45,No,16-20,1,900,No
1390,2967,50,29,1,18,No,31-40,2,540,Yes
1391,3148,49,45,0,44,No,31-40,2,1320,No
1392,3465,55,0,0,36,No,21-30,1,720,No
1393,1720,39,35,1,27,No,21-30,1,540,Yes
1394,1548,44,331,0,35,No,21-30,3,1400,No
1395,3293,50,0,0,36,No,16-20,1,720,No
1396,1488,42,0,0,36,No,16-20,1,720,No
1397,4820,89,9,1,40,No,31-40,4,2000,Yes
1398,1455,23,257,0,36,No,31-40,3,1440,No
1399,8210,105,116,0,35,No,31-40,1,700,No
1400,12868,153,0,0,36,No,31-40,3,1440,No
1401,3610,67,0,0,36,Yes,31-40,2,1080,No
1402,5013,79,0,0,36,No,21-30,3,1440,No
1403,3408,75,17,1,41,No,21-30,2,1230,Yes
1404,14235,209,26,0,36,No,31-40,1,720,No
1405,2190,11,455,0,36,No,31-40,4,1800,No
1406,14580,166,122,0,35,No,21-30,2,1050,No
1407,5595,70,158,0,35,No,31-40,2,1050,No
1408,6603,111,356,0,35,Yes,21-30,1,700,No
1409,10560,138,0,0,35,No,31-40,2,1050,No
1410,5813,59,80,0,35,No,21-30,1,700,No
1411,9530,77,0,0,34,Yes,41-50,2,1020,No
1412,4023,94,17,1,43,No,31-40,1,860,Yes
1413,4325,75,13,0,42,No,31-40,4,2100,Yes
1414,2085,25,0,0,33,No,21-30,2,990,No
1415,4083,91,14,1,40,Yes,31-40,4,2000,Yes
1416,4820,89,9,1,40,No,31-40,2,1200,Yes
1417,2043,40,37,1,38,No,31-40,1,760,Yes
1418,4138,63,0,1,36,Yes,16-20,2,1080,Yes
1419,4370,77,13,1,43,Yes,31-40,1,860,Yes
1420,1615,30,41,1,40,No,31-40,1,800,Yes
1421,6060,100,243,1,32,No,21-30,1,640,Yes
1422,2813,66,0,0,34,No,21-30,1,680,No
1423,2978,43,27,1,15,Yes,31-40,1,300,Yes
1424,1875,37,147,0,34,Yes,21-30,2,1020,No
1425,2268,44,34,1,36,No,31-40,1,720,Yes
1426,2268,44,34,1,36,No,31-40,1,720,Yes
1427,2320,45,0,0,23,No,31-40,2,690,No
1428,5488,125,57,0,45,No,16-20,1,900,No
1429,8028,155,45,0,13,Yes,41-50,3,520,No
1430,1948,29,3,0,44,No,31-40,4,2200,No
1431,4180,71,30,0,37,Yes,31-40,1,740,No
1432,3938,56,0,1,32,Yes,16-20,4,1600,Yes
1433,4008,66,26,0,37,Yes,16-20,4,1850,No
1434,2203,58,27,0,37,No,21-30,2,1110,No
1435,3585,82,57,0,37,No,31-40,1,740,No
1436,2170,39,310,0,37,No,31-40,3,1480,No
1437,4255,66,7,0,36,No,21-30,1,720,Yes
1438,13583,169,25,0,37,No,31-40,3,1480,No
1439,4325,83,27,0,37,No,31-40,3,1480,No
1440,5728,95,32,0,37,No,31-40,1,740,No
1441,2048,54,33,0,37,Yes,31-40,3,1480,No
1442,4913,82,0,0,34,No,21-30,2,1020,Yes
1443,2905,27,508,0,37,No,31-40,3,1480,No
1444,15295,182,175,0,36,No,21-30,2,1080,No
1445,3935,72,16,0,26,Yes,31-40,2,780,Yes
1446,685,14,25,0,36,No,21-30,1,720,No
1447,520,14,38,0,37,No,31-40,1,740,No
1448,4018,58,0,0,35,No,16-20,2,1050,Yes
1449,7318,127,409,0,36,No,31-40,1,720,No
1450,11275,154,36,0,36,Yes,41-50,2,1080,No
1451,6528,75,133,0,36,No,21-30,4,1800,No
1452,765,47,41,0,42,Yes,31-40,1,840,No
1453,10245,93,26,0,35,No,51-60,3,1400,No
1454,5628,98,51,1,35,No,21-30,3,1400,No
1455,4008,65,0,0,38,No,16-20,1,760,Yes
1456,2800,41,34,1,34,No,31-40,3,1360,No
1457,1530,44,34,1,32,Yes,21-30,1,640,Yes
1458,3390,74,15,1,32,No,21-30,2,960,Yes
1459,1478,25,25,0,35,Yes,41-50,2,1050,No
1460,6595,97,39,0,42,No,51-60,1,840,No
1461,1440,40,41,1,37,Yes,31-40,1,740,Yes
1462,4615,74,7,0,38,No,31-40,4,1900,Yes
1463,15885,238,25,0,30,No,21-30,2,900,No
1464,6775,116,296,1,33,No,21-30,2,990,Yes
1465,3528,82,27,0,35,No,31-40,2,1050,No
1466,3440,32,21,1,34,Yes,31-40,2,1020,Yes
1467,3953,63,0,1,38,No,16-20,1,760,Yes
1468,4430,74,10,1,40,No,31-40,2,1200,Yes
1469,1378,39,55,0,25,No,41-50,1,500,No
1470,510,25,35,0,26,Yes,31-40,3,1040,No
1471,7190,102,15,1,32,No,21-30,2,960,Yes
1472,1035,32,44,0,24,Yes,21-30,3,960,No
1473,3035,61,33,0,24,Yes,31-40,4,1200,No
1474,1505,26,53,0,47,No,21-30,3,1880,No
1475,6203,141,110,0,46,No,21-30,1,920,No
1476,8743,171,98,0,44,No,51-60,2,1320,No
1477,2663,45,56,0,15,No,31-40,1,300,No
1478,3950,59,0,0,35,No,21-30,4,1750,No
1479,2033,48,320,0,34,No,21-30,1,680,No
1480,3778,54,0,0,35,No,16-20,3,1400,No
1481,1973,46,0,0,35,Yes,16-20,3,1400,No
1482,738,17,46,1,42,No,31-40,4,2100,Yes
1483,3893,54,0,1,31,Yes,16-20,2,930,Yes
1484,8695,109,105,0,34,No,31-40,3,1360,No
1485,13353,157,0,0,35,No,31-40,1,700,No
1486,4095,71,0,0,35,No,31-40,2,1050,No
1487,5498,83,0,0,35,Yes,21-30,3,1400,No
1488,4640,81,7,1,37,No,31-40,1,740,Yes
1489,2573,66,13,1,41,Yes,16-20,1,820,Yes
1490,2675,15,444,0,35,No,31-40,3,1400,No
1491,15065,170,111,0,34,No,21-30,2,1020,No
1492,1570,28,32,0,19,Yes,21-30,1,380,Yes
1493,3855,39,15,0,37,No,31-40,2,1110,Yes
1494,7088,115,345,0,34,No,21-30,2,1020,No
1495,11045,142,0,0,34,Yes,31-40,4,1700,No
1496,6298,63,69,0,34,No,21-30,4,1700,No
1497,3673,86,10,1,40,No,21-30,4,2000,Yes
1498,10015,81,0,0,33,No,41-50,1,660,No
1499,5398,86,0,0,33,No,21-30,3,1320,No
1500,11340,109,29,0,38,No,21-30,2,1140,Yes
1501,2570,29,0,1,32,No,21-30,2,960,Yes
1502,1848,32,0,0,33,No,31-40,2,990,No
1503,1248,13,0,0,33,No,31-40,2,990,No
1504,6365,85,0,0,30,No,41-50,3,1200,No
1505,15655,226,0,0,28,Yes,21-30,2,840,No
1506,6545,104,232,0,41,No,21-30,2,1230,No
1507,4595,75,7,0,36,No,31-40,2,1080,Yes
1508,1245,32,0,0,42,No,31-40,3,1680,No
1509,2360,41,136,0,33,No,21-30,2,990,No
1510,895,24,154,0,24,No,21-30,2,720,No
1511,1148,27,0,0,23,No,41-50,1,460,No
1512,3480,78,18,1,40,Yes,31-40,1,800,Yes
1513,2805,49,0,0,22,Yes,31-40,1,440,No
1514,3180,42,18,1,35,Yes,31-40,4,1750,Yes
1515,5973,129,46,0,44,No,16-20,1,880,No
1516,2548,39,24,0,14,No,31-40,4,700,Yes
1517,2888,65,18,1,40,Yes,21-30,2,1200,Yes
1518,2338,55,361,0,35,No,21-30,1,700,No
1519,3813,58,0,1,32,No,16-20,1,640,Yes
1520,2278,53,4,0,36,No,16-20,2,1080,No
1521,3660,77,34,0,36,Yes,21-30,2,1080,No
1522,1590,41,31,1,29,No,21-30,1,580,Yes
1523,2733,61,24,1,40,No,31-40,1,800,Yes
1524,13658,164,2,0,36,No,31-40,1,720,No
1525,4400,78,4,0,36,No,31-40,4,1800,No
1526,5803,90,9,0,36,No,21-30,1,720,No
1527,2123,49,10,1,36,No,31-40,1,720,No
1528,15025,220,56,0,36,Yes,31-40,3,1440,No
1529,2980,22,485,0,36,No,31-40,2,1080,No
1530,15370,177,152,1,35,No,21-30,2,1050,Yes
1531,760,9,2,0,35,No,21-30,4,1750,No
1532,595,9,15,0,36,No,21-30,1,720,No
1533,7393,122,386,0,35,No,21-30,1,700,No
1534,11350,149,13,0,35,No,31-40,3,1400,No
